Number,Title,Type,metacritic_metascore,meta_user,meta_note
5340,Bomberman Max 2 - Blue Advance,,75.0,tbd,[]
5341,Bomberman Max 2 - Red Advance,,75.0,7.5,[]
5342,Bomberman Tournament,,88.0,tbd,[]
5343,Combo Pack - Sonic Advance + Sonic Pinball Party,,,,"['unable to get the rating', 'unable to get the user rating']"
5344,Crash & Spyro Super Pack Volume 1,,,,"['unable to get the rating', 'unable to get the user rating']"
5345,Crash & Spyro Super Pack Volume 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5346,Crash & Spyro Super Pack Volume 3,,,,"['unable to get the rating', 'unable to get the user rating']"
5347,Crash Bandicoot - The Huge Adventure,,78.0,8.0,[]
5348,Crash Bandicoot 2 - N-tranced,,,,"['unable to get the rating', 'unable to get the user rating']"
5349,Crash Bandicoot Purple - Riptos Rampage,,67.0,5.8,[]
5350,Crash Of The Titans,,65.0,6.8,[]
5351,Crash Superpack,,,,"['unable to get the rating', 'unable to get the user rating']"
5352,Danny Phantom - The Ultimate Enemy,,,7.6,['unable to get the rating']
5353,Danny Phantom - Urban Jungle,,61.0,tbd,[]
5354,Disney Princess - Royal Adventure,,,tbd,['unable to get the rating']
5355,Disney Princess,,,tbd,['unable to get the rating']
5356,Disney Sports - Basketball,,73.0,tbd,[]
5357,Disney Sports - Motocross,,56.0,tbd,[]
5358,Disney Sports - Snowboarding,,59.0,tbd,[]
5359,Disney Sports - Soccer,,75.0,8.3,[]
5360,RPG Jinsei Game,,,,"['unable to get the rating', 'unable to get the user rating']"
5361,Disneys Game + Tv Episode - Lizzie Mcguire 2 - Lizzie Diaries,,,,"['unable to get the rating', 'unable to get the user rating']"
5362,Donkey Kong Country 2,,80.0,8.6,[]
5363,Donkey Kong Country 3,,77.0,8.2,[]
5364,Donkey Kong Country (GBA),,,,"['unable to get the rating', 'unable to get the user rating']"
5365,Dragon Ball Z - Buus Fury,,62.0,8.1,[]
5366,Dragon Ball Z - Collectible Card Game,,62.0,tbd,[]
5367,Dragon Ball Z - Supersonic Warriors,,73.0,7.2,[]
5368,Dragon Ball Z - Taiketsu,,40.0,4.9,[]
5369,Dragon Ball Z - The Legacy Of Goku,,53.0,6.3,[]
5370,Duel Masters - Kaijudo Showdown,,66.0,tbd,[]
5371,Duel Masters - Sempai Legends,,69.0,tbd,[]
5372,Duel Masters - Shadow Of The Code,,,tbd,['unable to get the rating']
5373,Espn Final Round Golf 2002,,70.0,tbd,[]
5374,Fifa Soccer 06,,80.0,8.1,[]
5375,Fifa Soccer 07,,,,"['unable to get the rating', 'unable to get the user rating']"
5376,Fifa Soccer 2003,,88.0,6.9,[]
5377,Fifa Soccer 2004,,84.0,6.5,[]
5378,Fifa Soccer 2005,,81.0,3.7,[]
5379,Final Fantasy I & Ii - Dawn Of Souls,,79.0,8.0,[]
5380,Final Fantasy Iv Advance,,85.0,8.4,[]
5381,Final Fantasy Tactics Advance,,87.0,8.9,[]
5382,Final Fantasy V Advance,,83.0,8.1,[]
5383,Final Fantasy Vi Advance,,92.0,8.7,[]
5384,Final Fight One,,82.0,8.3,[]
5385,Frogger Advance - The Great Quest,,55.0,5.8,[]
5386,Froggers Adventures - Temple Of The Frog,,73.0,8.0,[]
5387,Froggers Adventures 2 - The Lost Wand,,75.0,7.4,[]
5388,Froggers Journey - The Forgotten Relic,,59.0,tbd,[]
5389,Gt Advance - Championship Racing,,82.0,7.8,[]
5390,Gt Advance 2 - Rally Racing,,77.0,tbd,[]
5391,Gt Advance 3 - Pro Concept Racing,,74.0,tbd,[]
5392,Harlem Globetrotters - World Tour,,28.0,tbd,[]
5393,Harry Potter - Quidditch World Cup,,68.0,7.4,[]
5394,Harry Potter And The Chamber Of Secrets (GBA),,,,"['unable to get the rating', 'unable to get the user rating']"
5395,Harry Potter And The Order Of The Phoenix,,68.0,4.7,[]
5396,Harry Potter And The Prisoner Of Azkaban,,70.0,8.1,[]
5397,Harry Potter And The Sorcerers Stone (GBA),,,,"['unable to get the rating', 'unable to get the user rating']"
5398,Harry Potter Collection,,,,"['unable to get the rating', 'unable to get the user rating']"
5399,Harvest Moon - Friends Of Mineral Town,,81.0,7.2,[]
5400,Harvest Moon - More Friends Of Mineral Town,,82.0,7.3,[]
5401,Hot Wheels - All Out,,,tbd,['unable to get the rating']
5402,Hot Wheels - Burnin Rubber,,66.0,8.0,[]
5403,Hot Wheels - Stunt Track Challenge,,63.0,6.8,[]
5404,Hot Wheels - World Race,,55.0,7.6,[]
5405,International Karate Advanced,,,tbd,['unable to get the rating']
5406,International Karate Plus,,,,"['unable to get the rating', 'unable to get the user rating']"
5407,International Superstar Soccer Advance,,,tbd,['unable to get the rating']
5408,International Superstar Soccer (GBA),,,,"['unable to get the rating', 'unable to get the user rating']"
5409,Jurassic Park Iii - Dino Attack,,,,"['unable to get the rating', 'unable to get the user rating']"
5410,Jurassic Park Iii - Park Builder,,65.0,7.4,[]
5411,Kill Switch,,73.0,7.5,[]
5412,Killer 3d Pool,,,tbd,['unable to get the rating']
5413,Kim Possible - Revenge Of Monkey Fist,,,,"['unable to get the rating', 'unable to get the user rating']"
5414,Kim Possible 2 - Drakkens Demise,,,,"['unable to get the rating', 'unable to get the user rating']"
5415,Kim Possible Iii - Team Possible,,,,"['unable to get the rating', 'unable to get the user rating']"
5416,"King Of Fighters Ex, The - Neoblood",,,,"['unable to get the rating', 'unable to get the user rating']"
5417,"King Of Fighters Ex2, The - Howling Blood",,,,"['unable to get the rating', 'unable to get the user rating']"
5418,Lego Island - Xtreme Stunts,,63.0,tbd,[]
5419,Lego Island 2 - The Bricksters Revenge,,,tbd,['unable to get the rating']
5420,Lego Soccer Mania,,61.0,8.6,[]
5421,Lego Star Wars - The Video Game,,,,"['unable to get the rating', 'unable to get the user rating']"
5422,Lizzie Mcguire 2 - Lizzie Diaries,,57.0,tbd,[]
5423,Magical Houshin (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
5424,"Magical Quest 2 Starring Mickey & Minnie (USA) (En,Fr,De)",,,,"['unable to get the rating', 'unable to get the user rating']"
5425,"Magical Quest 3 Starring Mickey & Donald (USA) (En,Fr,De)",,,,"['unable to get the rating', 'unable to get the user rating']"
5426,Magical Quest Starring Mickey & Minnie (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
5427,Magical Vacation (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
5428,Majescos Rec Room Challenge,,,,"['unable to get the rating', 'unable to get the user rating']"
5429,Mario & Luigi - Superstar Saga,,90.0,8.6,[]
5430,Mario Golf - Advance Tour,,84.0,8.2,[]
5431,Mario Party Advance,,54.0,4.7,[]
5432,Mario Pinball Land,,62.0,3.9,[]
5433,Mario Vs. Donkey Kong,,70.0,7.4,[]
5434,Mary-kate And Ashley - Girls Night Out,,,,"['unable to get the rating', 'unable to get the user rating']"
5435,Mary-kate And Ashley Sweet 16 - Licensed To Drive,,,,"['unable to get the rating', 'unable to get the user rating']"
5436,Mega Man & Bass,,79.0,7.9,[]
5437,Mega Man Battle Chip Challenge,,54.0,5.7,[]
5438,Mega Man Battle Network 2,,81.0,7.1,[]
5439,Mega Man Battle Network 3 - Blue,,,tbd,['unable to get the rating']
5440,Mega Man Battle Network 3 - White,,77.0,7.2,[]
5441,Mega Man Battle Network 4 - Blue Moon,,67.0,6.6,[]
5442,Mega Man Battle Network 4 - Red Sun,,68.0,6.0,[]
5443,Mega Man Battle Network 5 - Team Colonel,,66.0,6.9,[]
5444,Mega Man Battle Network 5 - Team Proto Man,,,,"['unable to get the rating', 'unable to get the user rating']"
5445,Mega Man Battle Network 6 - Cybeast Falzar,,63.0,6.7,[]
5446,Mega Man Battle Network 6 - Cybeast Gregar,,62.0,7.2,[]
5447,Mega Man Battle Network,,79.0,7.1,[]
5448,Mega Man Zero 2,,81.0,7.9,[]
5449,Mega Man Zero 3,,77.0,8.0,[]
5450,Mega Man Zero 4,,77.0,8.0,[]
5451,Mega Man Zero,,82.0,8.1,[]
5452,Metal Slug Advance (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
5453,Metalgun Slinger (Japan),,,,"['unable to get the rating', 'unable to get the user rating']"
5454,Monster Bass Fishing,,,tbd,['unable to get the rating']
5455,Monster Force,,65.0,tbd,[]
5456,Monster House,,59.0,5.6,[]
5457,Monster Jam - Maximum Destruction,,47.0,tbd,[]
5458,Monster Rancher Advance 2,,79.0,7.6,[]
5459,Monster Rancher Advance,,76.0,7.3,[]
5460,Monster Truck Madness,,75.0,tbd,[]
5461,Monster Trucks Mayhem,,,8.3,['unable to get the rating']
5462,Monster Trucks,,,tbd,['unable to get the rating']
5463,"Monsters, Inc.",,52.0,7.8,[]
5464,Mortal Kombat - Tournament Edition,,75.0,9.0,[]
5465,Mortal Kombat Advance,,33.0,3.2,[]
5466,Moto Gp,,,,"['unable to get the rating', 'unable to get the user rating']"
5467,Muppet Pinball Mayhem,,75.0,tbd,[]
5468,Nba Jam 2002,,49.0,tbd,[]
5469,Need For Speed Carbon - Own The City,,77.0,7.5,[]
5470,Pac-man Collection,,,,"['unable to get the rating', 'unable to get the user rating']"
5471,Pac-man World & Ms. Pac-man - Maze Madness,,,,"['unable to get the rating', 'unable to get the user rating']"
5472,Pac-man World 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5473,Pac-man World,,,,"['unable to get the rating', 'unable to get the user rating']"
5474,Pinball Challenge Deluxe,,,tbd,['unable to get the rating']
5475,"Pinball Of The Dead, The",,,,"['unable to get the rating', 'unable to get the user rating']"
5476,Pinball Tycoon,,,tbd,['unable to get the rating']
5477,Pirates Of The Caribbean - Dead Mans Chest,,52.0,7.5,[]
5478,Pirates Of The Caribbean - The Curse Of The Black Pearl,,49.0,tbd,[]
5479,"Pokemon - Emerald Version (USA, Europe)",,,,"['unable to get the rating', 'unable to get the user rating']"
5480,Pokemon - Emerald Version,,76.0,8.8,[]
5481,Pokemon - FireRed Version (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
5482,Pokemon - Firered Version,,81.0,8.5,[]
5483,Pokemon - LeafGreen Version (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
5484,Pokemon - Leafgreen Version,,81.0,8.4,[]
5485,Pokemon - New Hoenn (BR),,,,"['unable to get the rating', 'unable to get the user rating']"
5486,Pokemon - Ruby Version (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
5487,Pokemon - Ruby Version,,82.0,8.4,[]
5488,Pokemon - Sapphire Version (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
5489,Pokemon - Sapphire Version,,,7.7,['unable to get the rating']
5490,Pokemon Dark Fire (BR),,,,"['unable to get the rating', 'unable to get the user rating']"
5491,Pokemon Emerald (BR),,,,"['unable to get the rating', 'unable to get the user rating']"
5492,Pokemon Leaf Green (BR),,,,"['unable to get the rating', 'unable to get the user rating']"
5493,Pokemon Light Platinum (BR),,,,"['unable to get the rating', 'unable to get the user rating']"
5494,"Pokemon Mystery Dungeon - Red Rescue Team (USA, Australia)",,,,"['unable to get the rating', 'unable to get the user rating']"
5495,Pokemon Pinball - Ruby & Sapphire (USA),,,,"['unable to get the rating', 'unable to get the user rating']"
5496,Power Rangers - Dino Thunder,,49.0,5.5,[]
5497,Power Rangers - Ninja Storm,,,tbd,['unable to get the rating']
5498,Power Rangers - Time Force,,,,"['unable to get the rating', 'unable to get the user rating']"
5499,Power Rangers - Wild Force,,55.0,tbd,[]
5500,Power Rangers S.p.d.,,,7.5,['unable to get the rating']
5501,Rayman - 10th Anniversary,,,tbd,['unable to get the rating']
5502,Rayman - Hoodlums Revenge,,61.0,5.8,[]
5503,Rayman - Raving Rabbids,,76.0,6.7,[]
5504,Rayman 3,,83.0,6.9,[]
5505,Rayman Advance,,84.0,8.1,[]
5506,Shrek - Hassle At The Castle,,71.0,7.4,[]
5507,Shrek - Reekin Havoc,,57.0,tbd,[]
5508,Shrek - Smash N Crash Racing,,,7.8,['unable to get the rating']
5509,Shrek - Super Slam,,,,"['unable to get the rating', 'unable to get the user rating']"
5510,Shrek - Swamp Kart Speedway,,27.0,6.6,[]
5511,Shrek 2 - Beg For Mercy,,,tbd,['unable to get the rating']
5512,Shrek 2,,71.0,7.0,[]
5513,Sonic Advance 2,,83.0,7.8,[]
5514,Sonic Advance 3,,79.0,7.9,[]
5515,Sonic Advance,,87.0,7.9,[]
5516,Sonic Battle,,69.0,8.0,[]
5517,Sonic The Hedgehog - Genesis,,77.0,8.1,[]
5518,Spongebob And Friends - Attack Of The Toybots,,,,"['unable to get the rating', 'unable to get the user rating']"
5519,Spongebob Squarepants - Battle For Bikini Bottom,,71.0,8.3,[]
5520,"Spongebob Squarepants - Lights, Camera, Pants",,59.0,7.8,[]
5521,Spongebob Squarepants - Revenge Of The Flying Dutchman,,66.0,6.0,[]
5522,Spongebob Squarepants - Supersponge,,,tbd,['unable to get the rating']
5523,Spongebob Squarepants And Friends - Battle For Volcano Island,,,,"['unable to get the rating', 'unable to get the user rating']"
5524,Spongebob Squarepants And Friends In Freeze Frame Frenzy,,,,"['unable to get the rating', 'unable to get the user rating']"
5525,Spongebob Squarepants And Friends Unite,,,,"['unable to get the rating', 'unable to get the user rating']"
5526,Spongebobs Atlantis Squarepantis,,64.0,7.1,[]
5527,Star Wars - Episode Ii - Attack Of The Clones,,38.0,3.2,[]
5528,Star Wars - Episode Iii - Revenge Of The Sith,,61.0,7.8,[]
5529,Star Wars - Flight Of The Falcon,,39.0,4.0,[]
5530,Star Wars - Jedi Power Battles,,58.0,4.8,[]
5531,Star Wars - The New Droid Army,,60.0,5.9,[]
5532,Star Wars Trilogy - Apprentice Of The Force,,60.0,6.6,[]
5533,Super Mario Advance 3 - Yoshis Island,,,,"['unable to get the rating', 'unable to get the user rating']"
5534,Super Mario Advance 4 - Super Mario Bros. 3,,94.0,9.0,[]
5535,Super Mario Advance,,84.0,8.3,[]
5536,Teenage Mutant Ninja Turtles 2 - Battle Nexus,,47.0,6.4,[]
5537,Teenage Mutant Ninja Turtles Double Pack,,,tbd,['unable to get the rating']
5538,Teenage Mutant Ninja Turtles (GBA),,,,"['unable to get the rating', 'unable to get the user rating']"
5539,Yu-gi-oh - Destiny Board Traveler,,,,"['unable to get the rating', 'unable to get the user rating']"
5540,Yu-gi-oh - Reshef Of Destruction,,,,"['unable to get the rating', 'unable to get the user rating']"
5541,Yu-gi-oh - The Eternal Duelist Soul,,,,"['unable to get the rating', 'unable to get the user rating']"
5542,Yu-gi-oh - The Sacred Cards,,,,"['unable to get the rating', 'unable to get the user rating']"
5543,Yu-gi-oh - World Championship Tournament 2004,,,,"['unable to get the rating', 'unable to get the user rating']"
5544,Yu-gi-oh - Worldwide Edition - Stairway To The Destined Duel,,,,"['unable to get the rating', 'unable to get the user rating']"
5545,Yu-gi-oh Double Pack 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5546,Yu-gi-oh Double Pack,,,,"['unable to get the rating', 'unable to get the user rating']"
5547,Yu-gi-oh Gx - Duel Academy,,,,"['unable to get the rating', 'unable to get the user rating']"
5548,3D Pocket Pool,,,,"['unable to get the rating', 'unable to get the user rating']"
5549,Action Man - Search for Base X,,,,"['unable to get the rating', 'unable to get the user rating']"
5550,Air Force Delta,,,,"['unable to get the rating', 'unable to get the user rating']"
5551,Aladdin,,,,"['unable to get the rating', 'unable to get the user rating']"
5552,All Star Tennis 2000,,,,"['unable to get the rating', 'unable to get the user rating']"
5553,All-Star Baseball 2000,,,,"['unable to get the rating', 'unable to get the user rating']"
5554,All-Star Baseball 2001,,,,"['unable to get the rating', 'unable to get the user rating']"
5555,Army Men - Air Combat,,77.0,7.8,[]
5556,Army Men,,,7.9,['unable to get the rating']
5557,Army Men 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5558,Asterix - Search for Dogmatix,,,,"['unable to get the rating', 'unable to get the user rating']"
5559,Asterix & Obelix (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5560,Asteroids (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5561,"Austin Powers - Oh, Behave",,,,"['unable to get the rating', 'unable to get the user rating']"
5562,Backgammon,,,tbd,['unable to get the rating']
5563,Batman Beyond - Return of the Joker,,24.0,3.4,[]
5564,Bionic Commando - Elite Forces,,,,"['unable to get the rating', 'unable to get the user rating']"
5565,Black Bass - Lure Fishing,,,,"['unable to get the rating', 'unable to get the user rating']"
5566,Blaster Master - Enemy Below,,,,"['unable to get the rating', 'unable to get the user rating']"
5567,Boarder Zone,,,tbd,['unable to get the rating']
5568,Bob the Builder - Fix it Fun,,,,"['unable to get the rating', 'unable to get the user rating']"
5569,Bomberman Max - Blue Champion,,,,"['unable to get the rating', 'unable to get the user rating']"
5570,Bomberman Max - Red Challenger,,,,"['unable to get the rating', 'unable to get the user rating']"
5571,Bomberman Quest,,,,"['unable to get the rating', 'unable to get the user rating']"
5572,Bugs Bunny - Crazy Castle 3,,,,"['unable to get the rating', 'unable to get the user rating']"
5573,Bugs Bunny in Crazy Castle 4,,,,"['unable to get the rating', 'unable to get the user rating']"
5574,"Bugs Life, A",,,,"['unable to get the rating', 'unable to get the user rating']"
5575,Buzz Lightyear of Star Command,,55.0,8.3,[]
5576,Caesars Palace II,,,tbd,['unable to get the rating']
5577,Casper (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5578,Catwoman,,46.0,6.1,[]
5579,Catz - Your Virtual Petz Palz,,,,"['unable to get the rating', 'unable to get the user rating']"
5580,Chessmaster,,79.0,tbd,[]
5581,Chicken Run,,68.0,7.5,[]
5582,Classic Bubble Bobble,,,,"['unable to get the rating', 'unable to get the user rating']"
5583,Colin McRae Rally,,,6.4,['unable to get the rating']
5584,Commander Keen,,,,"['unable to get the rating', 'unable to get the user rating']"
5585,Cyber Tiger,,,,"['unable to get the rating', 'unable to get the user rating']"
5586,Dinosaur,,,,"['unable to get the rating', 'unable to get the user rating']"
5587,Dinosaurus,,,tbd,['unable to get the rating']
5588,Donkey Kong Country,,78.0,8.5,[]
5589,Dracula - Crazy Vampire,,,,"['unable to get the rating', 'unable to get the user rating']"
5590,Dragon Tales - Dragon Adventures,,,,"['unable to get the rating', 'unable to get the user rating']"
5591,Dragon Tales - Dragon Wings,,,,"['unable to get the rating', 'unable to get the user rating']"
5592,Dragon Warrior I & II,,,,"['unable to get the rating', 'unable to get the user rating']"
5593,Dragon Warrior Monsters,,,,"['unable to get the rating', 'unable to get the user rating']"
5594,Dragon Warrior Monsters 2 - Cobis Journey,,,,"['unable to get the rating', 'unable to get the user rating']"
5595,Dragon Warrior Monsters 2 - Taras Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
5596,Extreme Ghostbusters,,,,"['unable to get the rating', 'unable to get the user rating']"
5597,F1 Racing Championship,,,,"['unable to get the rating', 'unable to get the user rating']"
5598,F1 World Grand Prix II for Game Boy Color,,,,"['unable to get the rating', 'unable to get the user rating']"
5599,Fort Boyard,,,tbd,['unable to get the rating']
5600,Frogger (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5601,Frogger 2,,37.0,6.7,[]
5602,Galaga - Destination Earth,,59.0,tbd,[]
5603,Game & Watch Gallery 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5604,Game & Watch Gallery 3,,,,"['unable to get the rating', 'unable to get the user rating']"
5605,Gex - Enter the Gecko,,,8.0,['unable to get the rating']
5606,Gex 3 - Deep Pocket Gecko,,,,"['unable to get the rating', 'unable to get the user rating']"
5607,Gobs of Games,,,,"['unable to get the rating', 'unable to get the user rating']"
5608,Godzilla - The Series - Monster Wars,,,,"['unable to get the rating', 'unable to get the user rating']"
5609,Godzilla - The Series,,,,"['unable to get the rating', 'unable to get the user rating']"
5610,Gold and Glory - The Road to El Dorado,,34.0,tbd,[]
5611,Golden Goal,,,,"['unable to get the rating', 'unable to get the user rating']"
5612,Grand Theft Auto,,,7.7,['unable to get the rating']
5613,Gremlins Unleashed,,,,"['unable to get the rating', 'unable to get the user rating']"
5614,Harry Potter and the Chamber of Secrets,,71.0,7.8,[]
5615,Harry Potter and the Sorcerers Stone,,56.0,6.4,[]
5616,Harvest Moon (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5617,Harvest Moon 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5618,Nobunagas Ambition II,,,tbd,['unable to get the rating']
5619,Harvest Moon 3,,,,"['unable to get the rating', 'unable to get the user rating']"
5620,Hercules - The Legendary Journeys,,55.0,7.3,[]
5621,Hole In One Golf,,,,"['unable to get the rating', 'unable to get the user rating']"
5622,Hollywood Pinball,,,,"['unable to get the rating', 'unable to get the user rating']"
5623,Hoyle Casino,,,tbd,['unable to get the rating']
5624,Indiana Jones and the Infernal Machine,,75.0,8.3,[]
5625,International Karate 2000,,,,"['unable to get the rating', 'unable to get the user rating']"
5626,International Rally,,,,"['unable to get the rating', 'unable to get the user rating']"
5627,International Superstar Soccer 2000,,,tbd,['unable to get the rating']
5628,International Superstar Soccer 99,,,,"['unable to get the rating', 'unable to get the user rating']"
5629,Jeremy McGrath Supercross 2000,,43.0,tbd,[]
5630,Keep the Balance,,,tbd,['unable to get the rating']
5631,Laura,,,,"['unable to get the rating', 'unable to get the user rating']"
5632,Legend of the River King 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5633,Legend of the River King GB,,,,"['unable to get the rating', 'unable to get the user rating']"
5634,"Legend of Zelda, The - Links Awakening DX",,,,"['unable to get the rating', 'unable to get the user rating']"
5635,"Legend of Zelda, The - Oracle of Ages",,,,"['unable to get the rating', 'unable to get the user rating']"
5636,"Legend of Zelda, The - Oracle of Seasons",,,,"['unable to get the rating', 'unable to get the user rating']"
5637,LEGO Stunt Rally,,,,"['unable to get the rating', 'unable to get the user rating']"
5638,Lemmings (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5639,"Lion King, The - Simbas Mighty Adventure",,,,"['unable to get the rating', 'unable to get the user rating']"
5640,Lufia - The Legend Returns,,,,"['unable to get the rating', 'unable to get the user rating']"
5641,Magical Tetris Challenge,,,tbd,['unable to get the rating']
5642,Mario Golf,,91.0,7.8,[]
5643,Mario Tennis,,91.0,8.7,[]
5644,Mega Man Xtreme,,,,"['unable to get the rating', 'unable to get the user rating']"
5645,Mega Man Xtreme 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5646,Men in Black - The Series,,,,"['unable to get the rating', 'unable to get the user rating']"
5647,Men in Black 2 - The Series,,,,"['unable to get the rating', 'unable to get the user rating']"
5648,Merlin,,,,"['unable to get the rating', 'unable to get the user rating']"
5649,Metal Walker,,,,"['unable to get the rating', 'unable to get the user rating']"
5650,Mia Hamm Soccer Shootout,,,,"['unable to get the rating', 'unable to get the user rating']"
5651,Monopoly (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5652,Motocross Maniacs 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5653,Ms. Pac-Man - Special Color Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
5654,"Nations, The - Land of Legends",,,,"['unable to get the rating', 'unable to get the user rating']"
5655,Nicktoons Racing,,78.0,6.8,[]
5656,Pac-Man - Special Color Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
5657,Pocket Bomberman,,,,"['unable to get the rating', 'unable to get the user rating']"
5658,Pocket Bowling,,,,"['unable to get the rating', 'unable to get the user rating']"
5659,Pocket Racing,,,tbd,['unable to get the rating']
5660,Pocket Soccer,,,tbd,['unable to get the rating']
5661,Pokemon - Crystal Version,,,,"['unable to get the rating', 'unable to get the user rating']"
5662,Pokemon - Gold Version,,,,"['unable to get the rating', 'unable to get the user rating']"
5663,Pokemon - Silver Version,,,,"['unable to get the rating', 'unable to get the user rating']"
5664,Pokemon Pinball,,,,"['unable to get the rating', 'unable to get the user rating']"
5665,Pokemon Puzzle Challenge,,,,"['unable to get the rating', 'unable to get the user rating']"
5666,Pokemon Trading Card Game,,,,"['unable to get the rating', 'unable to get the user rating']"
5667,QIX Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
5668,Return of the Ninja,,,,"['unable to get the rating', 'unable to get the user rating']"
5669,Road Champs - BXS Stunt Biking,,,,"['unable to get the rating', 'unable to get the user rating']"
5670,Road Rash,,,8.3,['unable to get the rating']
5671,Roadsters Trophy,,,,"['unable to get the rating', 'unable to get the user rating']"
5672,Robin Hood,,,tbd,['unable to get the rating']
5673,RoboCop (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5674,Robopon - Sun Version,,,,"['unable to get the rating', 'unable to get the user rating']"
5675,Robot Wars - Metal Mayhem,,,,"['unable to get the rating', 'unable to get the user rating']"
5676,Rocket Power - Gettin Air,,,,"['unable to get the rating', 'unable to get the user rating']"
5677,"Roswell Conspiracies - Aliens, Myths & Legends",,,,"['unable to get the rating', 'unable to get the user rating']"
5678,Scrabble,,,tbd,['unable to get the rating']
5679,The Smurfs Nightmare,,,,"['unable to get the rating', 'unable to get the user rating']"
5680,Snoopy Tennis,,,,"['unable to get the rating', 'unable to get the user rating']"
5681,Snow White and the Seven Dwarfs,,,,"['unable to get the rating', 'unable to get the user rating']"
5682,Space Invaders (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5683,Space Marauder,,,,"['unable to get the rating', 'unable to get the user rating']"
5684,Spawn,,,,"['unable to get the rating', 'unable to get the user rating']"
5685,Speedy Gonzales - Aztec Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
5686,Spider-Man (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5687,Spider-Man 2 - The Sinister Six,,,,"['unable to get the rating', 'unable to get the user rating']"
5688,Spirou Robbedoes - The Robot Invasion,,,,"['unable to get the rating', 'unable to get the user rating']"
5689,SpongeBob SquarePants - Legend of the Lost Spatula,,,,"['unable to get the rating', 'unable to get the user rating']"
5690,Spy vs. Spy,,70.0,tbd,[]
5691,Star Wars Episode I - Obi-Wans Adventures,,,,"['unable to get the rating', 'unable to get the user rating']"
5692,Star Wars Episode I - Racer,,70.0,7.6,[]
5693,Street Fighter Alpha - Warriors Dreams,,,,"['unable to get the rating', 'unable to get the user rating']"
5694,Stuart Little - The Journey Home,,,,"['unable to get the rating', 'unable to get the user rating']"
5695,Super Breakout,,,tbd,['unable to get the rating']
5696,Super Mario Bros. Deluxe (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5697,Supercross Freestyle,,,,"['unable to get the rating', 'unable to get the user rating']"
5698,Survival Kids,,,,"['unable to get the rating', 'unable to get the user rating']"
5699,Suzuki Alstare Extreme Racing,,55.0,tbd,[]
5700,SWIV,,,,"['unable to get the rating', 'unable to get the user rating']"
5701,Tech Deck Skateboarding,,,,"['unable to get the rating', 'unable to get the user rating']"
5702,Test Drive 2001,,,,"['unable to get the rating', 'unable to get the user rating']"
5703,Test Drive 6,,,8.7,['unable to get the rating']
5704,Test Drive Cycles,,,,"['unable to get the rating', 'unable to get the user rating']"
5705,Test Drive Le Mans,,75.0,6.9,[]
5706,Test Drive Off-Road 3,,,,"['unable to get the rating', 'unable to get the user rating']"
5707,Tetris DX,,,,"['unable to get the rating', 'unable to get the user rating']"
5708,Thunderbirds,,,tbd,['unable to get the rating']
5709,Tiger Woods PGA Tour 2000,,,tbd,['unable to get the rating']
5710,Tintin - Prisoners of the Sun (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5711,Tintin in Tibet,,,,"['unable to get the rating', 'unable to get the user rating']"
5712,Tiny Toon Adventures - Buster Saves the Day,,,,"['unable to get the rating', 'unable to get the user rating']"
5713,Tiny Toon Adventures - Dizzys Candy Quest,,,,"['unable to get the rating', 'unable to get the user rating']"
5714,Titus the Fox to Marrakech and Back,,,,"['unable to get the rating', 'unable to get the user rating']"
5715,TOCA Touring Car Championship,,,tbd,['unable to get the rating']
5716,Toki Tori,,79.0,6.1,[]
