Number,Title,Type,metacritic_metascore,meta_user,meta_note
5717,Tom & Jerry (GBC),,,,"['unable to get the rating', 'unable to get the user rating']"
5718,Tom and Jerry - Mousehunt,,,,"['unable to get the rating', 'unable to get the user rating']"
5719,Tom and Jerry in Mouse Attacks,,,,"['unable to get the rating', 'unable to get the user rating']"
5720,Tomb Raider - Curse of the Sword,,,,"['unable to get the rating', 'unable to get the user rating']"
5721,Tomb Raider,,86.0,8.5,[]
5722,Tonic Trouble,,,6.8,['unable to get the rating']
5723,Tonka Construction Site,,,,"['unable to get the rating', 'unable to get the user rating']"
5724,Tonka Raceway,,,,"['unable to get the rating', 'unable to get the user rating']"
5725,Tony Hawks Pro Skater,,92.0,8.7,[]
5726,Tony Hawks Pro Skater 2,,91.0,8.4,[]
5727,Tony Hawks Pro Skater 3,,97.0,7.7,[]
5728,Toonsylvania,,,,"['unable to get the rating', 'unable to get the user rating']"
5729,Tootuff,,,,"['unable to get the rating', 'unable to get the user rating']"
5730,Top Gear Pocket,,,,"['unable to get the rating', 'unable to get the user rating']"
5731,Top Gear Pocket 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5732,Top Gun - Fire Storm,,,,"['unable to get the rating', 'unable to get the user rating']"
5733,Total Soccer 2000,,,,"['unable to get the rating', 'unable to get the user rating']"
5734,Towers - Lord Baniffs Deceit,,,,"['unable to get the rating', 'unable to get the user rating']"
5735,Toy Story 2,,57.0,7.0,[]
5736,Toy Story Racer,,76.0,8.0,[]
5737,Trick Boarder,,,,"['unable to get the rating', 'unable to get the user rating']"
5738,Turok - Rage Wars,,,tbd,['unable to get the rating']
5739,Tweenies - Doodles Bones,,,,"['unable to get the rating', 'unable to get the user rating']"
5740,Tweetys High-Flying Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
5741,Tyco RC - Racin Ratz,,,,"['unable to get the rating', 'unable to get the user rating']"
5742,Ultimate Fighting Championship,,88.0,6.9,[]
5743,Ultimate Paint Ball,,,,"['unable to get the rating', 'unable to get the user rating']"
5744,Ultimate Surfing,,,,"['unable to get the rating', 'unable to get the user rating']"
5745,Vegas Games,,,,"['unable to get the rating', 'unable to get the user rating']"
5746,Wacky Races,,,,"['unable to get the rating', 'unable to get the user rating']"
5747,Walt Disney World Quest - Magical Racing Tour,,65.0,8.0,[]
5748,Wario Land II,,,,"['unable to get the rating', 'unable to get the user rating']"
5749,Warlocked,,,,"['unable to get the rating', 'unable to get the user rating']"
5750,Warriors of Might and Magic,,49.0,5.1,[]
5751,WCW Mayhem,,,tbd,['unable to get the rating']
5752,Wendy - Every Witch Way,,,,"['unable to get the rating', 'unable to get the user rating']"
5753,Wetrix GB,,,,"['unable to get the rating', 'unable to get the user rating']"
5754,Who Wants to Be a Millionaire - 2nd Edition,,,tbd,['unable to get the rating']
5755,"Wild Thornberrys, The - Rambler",,,,"['unable to get the rating', 'unable to get the user rating']"
5756,Wings of Fury,,,,"['unable to get the rating', 'unable to get the user rating']"
5757,Woody Woodpecker,,67.0,tbd,[]
5758,Woody Woodpecker Racing,,46.0,tbd,[]
5759,World Destruction League - Thunder Tanks,,65.0,tbd,[]
5760,Worms Armageddon,,,8.8,['unable to get the rating']
5761,WWF Betrayal,,,,"['unable to get the rating', 'unable to get the user rating']"
5762,WWF WrestleMania 2000,,,tbd,['unable to get the rating']
5763,Xena - Warrior Princess,,,tbd,['unable to get the rating']
5764,X-Men - Mutant Academy,,,,"['unable to get the rating', 'unable to get the user rating']"
5765,X-Men - Mutant Wars,,,,"['unable to get the rating', 'unable to get the user rating']"
5766,X-Men - Wolverines Rage,,,,"['unable to get the rating', 'unable to get the user rating']"
5767,Xtreme Sports,,70.0,tbd,[]
5768,Xtreme Wheels,,70.0,tbd,[]
5769,Yars Revenge,,55.0,tbd,[]
5770,Yoda Stories,,,,"['unable to get the rating', 'unable to get the user rating']"
5771,Yogi Bear - Great Balloon Blast,,,,"['unable to get the rating', 'unable to get the user rating']"
5772,Zebco Fishing,,,,"['unable to get the rating', 'unable to get the user rating']"
5773,Zidane Football Generation,,,,"['unable to get the rating', 'unable to get the user rating']"
5774,Zoboomafoo - Playtime in Zobooland,,,,"['unable to get the rating', 'unable to get the user rating']"
5775,007 Shitou - The Duel,,,,"['unable to get the rating', 'unable to get the user rating']"
5776,10 Super Jogos,,,,"['unable to get the rating', 'unable to get the user rating']"
5777,16t,,,,"['unable to get the rating', 'unable to get the user rating']"
5778,2020 Nen Super Baseball,,,,"['unable to get the rating', 'unable to get the user rating']"
5779,3 Ninjas Kick Back (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5780,6-Pak,,,,"['unable to get the rating', 'unable to get the user rating']"
5781,Aa Harimanada,,,,"['unable to get the rating', 'unable to get the user rating']"
5782,Addams Family Values (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5783,Advanced Busterhawk Gleylancer,,,,"['unable to get the rating', 'unable to get the user rating']"
5784,"Adventures of Rocky and Bullwinkle and Friends, The (MD)",,,,"['unable to get the rating', 'unable to get the user rating']"
5785,Adventurous Boy - Mao Xian Xiao Zi,,,,"['unable to get the rating', 'unable to get the user rating']"
5786,Aero Blasters (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5787,Aerobiz (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5788,Aerobiz Supersonic (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5789,After Burner Ii (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5790,Agent Hugo - Environment at risk,,,,"['unable to get the rating', 'unable to get the user rating']"
5791,Air Buster,,,,"['unable to get the rating', 'unable to get the user rating']"
5792,Akumajou Dracula - Vampire Killer,,,,"['unable to get the rating', 'unable to get the user rating']"
5793,Alex Kidd - Cheongong Maseong,,,,"['unable to get the rating', 'unable to get the user rating']"
5794,Alex Kidd - Tenkuu Majou,,,,"['unable to get the rating', 'unable to get the user rating']"
5795,Alien 3 (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5796,Alien Storm (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5797,Altered Beast (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5798,American Gladiators (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5799,Amy Rose in Sonic,,,,"['unable to get the rating', 'unable to get the user rating']"
5800,Another World,,,,"['unable to get the rating', 'unable to get the user rating']"
5801,"Aquatic Games Starring James Pond and the Aquabats, The",,,,"['unable to get the rating', 'unable to get the user rating']"
5802,Arcade Classics (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5803,Arch Rivals - The Arcade Game,,,,"['unable to get the rating', 'unable to get the user rating']"
5804,Ariel the Little Mermaid,,,,"['unable to get the rating', 'unable to get the user rating']"
5805,Arnold Palmer Tournament Golf,,,,"['unable to get the rating', 'unable to get the user rating']"
5806,Art Alive,,,,"['unable to get the rating', 'unable to get the user rating']"
5807,Assault Suit Leynos,,67.0,6.9,[]
5808,Atp Tour.bin,,,,"['unable to get the rating', 'unable to get the user rating']"
5809,Awesome Possum Kicks Dr Machino's Butt!,,,,"['unable to get the rating', 'unable to get the user rating']"
5810,Aworg,,,,"['unable to get the rating', 'unable to get the user rating']"
5811,AWS Pro Moves Soccer,,,,"['unable to get the rating', 'unable to get the user rating']"
5812,Bad Omen,,,,"['unable to get the rating', 'unable to get the user rating']"
5813,Ball Jacks,,,,"['unable to get the rating', 'unable to get the user rating']"
5814,Ballz 3D - Fighting at Its Ballziest ~ Ballz 3D - The Battle of the Ballz,,,,"['unable to get the rating', 'unable to get the user rating']"
5815,Barbie Super Model (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5816,Barbie Vacation Adventure (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5817,Bare Knuckle II - Shitou e no Requiem ~ Streets of Rage II,,,,"['unable to get the rating', 'unable to get the user rating']"
5818,Bare Knuckle II,,,,"['unable to get the rating', 'unable to get the user rating']"
5819,Bare Knuckle III,,,,"['unable to get the rating', 'unable to get the user rating']"
5820,Barkley Shut Up and Jam!,,,,"['unable to get the rating', 'unable to get the user rating']"
5821,Barney's Hide & Seek Game,,,,"['unable to get the rating', 'unable to get the user rating']"
5822,Bass Masters Classic - Pro Edition (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5823,Bass Masters Classic (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5824,Batman - Revenge Of The Joker (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5825,Batman - The Video Game,,,,"['unable to get the rating', 'unable to get the user rating']"
5826,Batman Forever (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5827,Batman Returns (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5828,Battle Mania,,,,"['unable to get the rating', 'unable to get the user rating']"
5829,Battle Mania Daiginjou,,,,"['unable to get the rating', 'unable to get the user rating']"
5830,Battle Squadron,,,tbd,['unable to get the rating']
5831,Battlemaster,,,tbd,['unable to get the rating']
5832,BattleTech - A Game of Armored Combat,,,,"['unable to get the rating', 'unable to get the user rating']"
5833,Battletoads (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5834,Battletoads and Double Dragon (Smash hits sounds),,,,"['unable to get the rating', 'unable to get the user rating']"
5835,Battletoads-Double Dragon,,,,"['unable to get the rating', 'unable to get the user rating']"
5836,Beast Wrestler,,,,"['unable to get the rating', 'unable to get the user rating']"
5837,Beastball,,,,"['unable to get the rating', 'unable to get the user rating']"
5838,Beauty and the Beast - Belle's Quest,,,,"['unable to get the rating', 'unable to get the user rating']"
5839,Beauty and the Beast - Roar of the Beast,,,,"['unable to get the rating', 'unable to get the user rating']"
5840,"Berenstain Bears' Camping Adventure, The",,,,"['unable to get the rating', 'unable to get the user rating']"
5841,Beyond Oasis,,,tbd,['unable to get the rating']
5842,Beyond Zero Tolerance,,,,"['unable to get the rating', 'unable to get the user rating']"
5843,Bible Adventures,,,,"['unable to get the rating', 'unable to get the user rating']"
5844,Bill Walsh College Football,,,,"['unable to get the rating', 'unable to get the user rating']"
5845,Bill's Tomato Game,,,,"['unable to get the rating', 'unable to get the user rating']"
5846,Bimini Run,,,,"['unable to get the rating', 'unable to get the user rating']"
5847,Blades of Vengeance,,,,"['unable to get the rating', 'unable to get the user rating']"
5848,Blockbuster World Video Game Championship II,,,,"['unable to get the rating', 'unable to get the user rating']"
5849,Blockout,,,,"['unable to get the rating', 'unable to get the user rating']"
5850,Bloodshot,,,,"['unable to get the rating', 'unable to get the user rating']"
5851,Bomboy,,,,"['unable to get the rating', 'unable to get the user rating']"
5852,Bonkers (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5853,Boogie Woogie Bowling,,,,"['unable to get the rating', 'unable to get the user rating']"
5854,Boxing Legends of the Ring (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5855,Brett Hull Hockey '95,,,,"['unable to get the rating', 'unable to get the user rating']"
5856,Bubba'n'Stix - A Strategy Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
5857,Bubsy II,,,,"['unable to get the rating', 'unable to get the user rating']"
5858,Bubsy in Claws Encounters of the Furred Kind,,,,"['unable to get the rating', 'unable to get the user rating']"
5859,Buck Rogers - Countdown to Doomsday,,,,"['unable to get the rating', 'unable to get the user rating']"
5860,Bugs Bunny in Double Trouble,,,,"['unable to get the rating', 'unable to get the user rating']"
5861,Bulls versus Blazers and the NBA Playoffs,,,,"['unable to get the rating', 'unable to get the user rating']"
5862,Bulls Vs Lakers and the NBA Playoffs,,,,"['unable to get the rating', 'unable to get the user rating']"
5863,Cadash (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5864,Caesars Palace,,,,"['unable to get the rating', 'unable to get the user rating']"
5865,Cal Ripken Jr. Baseball (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5866,Caliber .50,,,,"['unable to get the rating', 'unable to get the user rating']"
5867,California Games,,,,"['unable to get the rating', 'unable to get the user rating']"
5868,Cannon Fodder (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5869,Captain America And The Avengers (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5870,Cars 2,,,tbd,['unable to get the rating']
5871,Castle of Illusion - Fushigi no Oshiro Daibouken,,,,"['unable to get the rating', 'unable to get the user rating']"
5872,Castle of Illusion Starring Mickey Mouse,,,tbd,['unable to get the rating']
5873,Castlevania - Bloodlines,,,,"['unable to get the rating', 'unable to get the user rating']"
5874,Centurion - Defender of Rome,,,,"['unable to get the rating', 'unable to get the user rating']"
5875,Chakan,,,,"['unable to get the rating', 'unable to get the user rating']"
5876,Chameleon Kid,,,,"['unable to get the rating', 'unable to get the user rating']"
5877,Champions World Class Soccer (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5878,Championship Bowling (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5879,Championship Pool (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5880,Championship Pro-Am,,,,"['unable to get the rating', 'unable to get the user rating']"
5881,"Chaos Engine 2, The",,,,"['unable to get the rating', 'unable to get the user rating']"
5882,"Chaos Engine, The (MD)",,,,"['unable to get the rating', 'unable to get the user rating']"
5883,Chase H.Q. II,,,,"['unable to get the rating', 'unable to get the user rating']"
5884,Chavez II (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5885,Cheese Cat-Astrophe Starring Speedy Gonzales,,,,"['unable to get the rating', 'unable to get the user rating']"
5886,Chelnov,,,,"['unable to get the rating', 'unable to get the user rating']"
5887,Chester Cheetah - Too Cool to Fool,,,,"['unable to get the rating', 'unable to get the user rating']"
5888,Chester Cheetah - Wild Wild Quest,,,,"['unable to get the rating', 'unable to get the user rating']"
5889,Chi Chi's Pro Challenge Golf,,,,"['unable to get the rating', 'unable to get the user rating']"
5890,Chou Kyuukai Miracle Nine,,,,"['unable to get the rating', 'unable to get the user rating']"
5891,Chou Touryuu Retsuden Dino Land,,,,"['unable to get the rating', 'unable to get the user rating']"
5892,Chuck Rock II,,,,"['unable to get the rating', 'unable to get the user rating']"
5893,Classic Collection,,,,"['unable to get the rating', 'unable to get the user rating']"
5894,Clue (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5895,College Football's National Championship II,,,,"['unable to get the rating', 'unable to get the user rating']"
5896,College Slam (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
5897,Columns III - Revenge of Columns,,,,"['unable to get the rating', 'unable to get the user rating']"
5898,Combat Cars,,,,"['unable to get the rating', 'unable to get the user rating']"
5899,Contra - Hard Corps (Enhanced Edition),,,,"['unable to get the rating', 'unable to get the user rating']"
5900,Contra - The Hard Corps,,,,"['unable to get the rating', 'unable to get the user rating']"
5901,Corporation,,,,"['unable to get the rating', 'unable to get the user rating']"
5902,Cosmic Spacehead,,,,"['unable to get the rating', 'unable to get the user rating']"
5903,Crayon Shin-chan - Arashi o Yobu Enji,,,,"['unable to get the rating', 'unable to get the user rating']"
5904,Cross Fire,,,,"['unable to get the rating', 'unable to get the user rating']"
5905,Crude Buster (MD),,,,"['unable to get the rating', 'unable to get the user rating']"
