Number,Title,Type
6180,Maerchen Maze,
6181,Magical Chase,
6182,Makai Prince Dorabocchan,
6183,Makyou Densetsu,
6184,Maniac Pro Wres - Asu e no Tatakai,
6185,Mashin Eiyuu Den Wataru,
6186,Mesopotamia,
6187,Metal Stoker,
6188,Mizubaku Adventure,
6189,Momotarou Katsugeki,
6190,Monster Pro Wres,
6191,Moto Roader,
6192,Moto Roader II,
6193,Mr. Heli no Daibouken,
6194,Narazumono Sentou Butai - Bloody Wolf,
6195,Naxat Open,
6196,Naxat Stadium,
6197,Nekketsu Koukou Dodgeball-bu - PC Bangai Hen,
6198,Nekketsu Koukou Dodgeball-bu - Soccer PC Hen,
6199,New Adventure Island,
6200,"New Zealand Story, The",
6201,Niko Niko Pun,
6202,Ninja Ryuuken Den,
6203,Ninja Spirit (PCE),
6204,"Ninja Warriors, The (PCE)",
6205,Obocchama-kun,
6206,Operation Wolf (PCE),
6207,Ordyne,
6208,Out Run (PCE),
6209,Override,
6210,P-47 - The Freedom Fighter,
6211,Pac-Land (PCE),
6212,Paranoia,
6213,Parasol Stars - The Story of Bubble Bobble 3,
6214,Parasol Stars - The Story of Bubble Bobble III,
6215,Parodius Da! - Shinwa kara Owarai e,
6216,PC Denjin - Punkic Cyborgs,
6217,PC Genjin - Pithecanthropus Computerurus,
6218,PC Genjin 2 - Pithecanthropus Computerurus,
6219,PC Genjin 3 - Pithecanthropus Computerurus,
6220,Power Drift,
6221,Power Eleven,
6222,Power Gate,
6223,Power Golf,
6224,Power League,
6225,Power League 4,
6226,Power League 5,
6227,Power League '93,
6228,Power League II,
6229,Power League III,
6230,Power Sports,
6231,Power Tennis,
6232,Pro Tennis World Court,
6233,Pro Yakyuu World Stadium,
6234,Pro Yakyuu World Stadium '91,
6235,Psycho Chaser,
6236,Psychosis,
6237,Puzznic,
6238,Rabio Lepus Special,
6239,Racing Damashii,
6240,Raiden (PCE),
6241,Rastan Saga II,
6242,Rock-On,
6243,R-Type (PCE),
6244,R-Type Part-1,
6245,R-Type Part-2,
6246,Ryuukyuu,
6247,Saigo no Nindou - Ninja Spirit,
6248,Salamander (PCE),
6249,Shinobi (PCE),
6250,SideArms - Hyper Dyne,
6251,Silent Debuggers,
6252,Skweek,
6253,Soldier Blade - Special Version,
6254,Soldier Blade,
6255,Son Son II,
6256,Soukoban World,
6257,Space Harrier,
6258,Space Invaders - Fukkatsu no Hi,
6259,Special Criminal Investigation,
6260,Spin Pair,
6261,Splatterhouse,
6262,Strip Fighter II,
6263,Super Star Soldier,
6264,Super Volleyball (PCE),
6265,Taito Chase H.Q.,
6266,Takahashi Meijin no Shin Bouken-jima,
6267,Takeda Shingen,
6268,Tatsujin,
6269,Tenseiryuu - Saint Dragon,
6270,Terra Cresta II - Mandoraa no Gyakushuu,
6271,Thunder Blade,
6272,Tiger Road (PCE),
6273,Time Cruise,
6274,Time Cruise II,
6275,Titan,
6276,Toilet Kids,
6277,Tora e no Michi,
6278,Toy Shop Boys,
6279,Tricky,
6280,Tsuppari Oozumou - Heisei Ban,
6281,Turrican,
6282,TV Sports Basketball,
6283,TV Sports Football,
6284,TV Sports Hockey,
6285,USA Pro Basketball,
6286,Valkyrie no Densetsu,
6287,Veigues - Tactical Gladiator,
6288,Victory Run,
6289,Vigilante,
6290,Violent Soldier,
6291,Volfied,
6292,World Beach Volley,
6293,W-Ring - The Double Rings,
6294,Xevious - Fardraut Saga,
6295,Youkai Douchuuki,
6296,Zipang,
