Number,Title,Type
1945,The Gladiator,
1946,The Hand,
1947,The Hustler,
1948,The Pit,
1949,Thunder Heroes,
1950,Thief,
1951,Thunder Blaster (Japan),
1952,Thunder Cross II,
1953,Thunder Zone,
1954,Thunder Hoop,
1955,ThunderJaws,
1956,Thunder & Lightning,
1957,Thunder Cross,
1958,Thunder Cross (set 2),
1959,Thunder Fox,
1960,Tickee Tickats,TRACKBALL
1961,Tiger Heli (US),
1962,Tiger Road,
1963,Tiger Road (US),
1964,Timber,
1965,Time Fighter,
1966,Time Killers,
1967,Time Limit,
1968,Time Pilot,
1969,Time Scanner,
1970,Time Scanner (set 1),
1971,Time Tunnel,
1972,Tip Top,
1973,Toukidenshou - Angel Eyes,
1974,Teenage Mutant Hero Turtles,3/4P
1975,Teenage Mutant Hero Turtles - Turtles in Time,
1976,"Teenage Mutant Hero Turtles (UK 2 Players, set 1)",
1977,Teenage Mutant Ninja Turtles,3/4P
1978,Teenage Mutant Ninja Turtles - Turtles in Time,3/4P
1979,Teenage Mutant Ninja Turtles - Turtles in Time (2 Players),
1980,Teenage Mutant Ninja Turtles (Japan),
1981,Teenage Mutant Ninja Turtles (US),3/4P
1982,Thundercade,
1983,The Next Space (set 1),
1984,T.N.K III (US),
1985,The NewZealand Story,
1986,The NewZealand Story (Japan),
1987,The NewZealand Story (World),
1988,The Tower of Druaga,
1989,Toffy,
1990,Toggle,
1991,Scramble Formation,
1992,Toki no Senshi - Chrono Soldier,
1993,Vs. Top Gun,
1994,Top Hunter - Roddy & Cathy,
1995,Top Hunter - Roddy & Cathy (NGH-046),
1996,Toppy & Rappy,
1997,Top Roller,
1998,Top Secret,TRACKBALL
1999,Top Secret (Japan),
2000,Torus,
2001,Toryumon,
2002,Total Carnage,
2003,Come Back Toto,
2004,Toypop,
2005,Time Pilot '84,
2006,Top Player's Golf,
2007,Track & Field (Centuri),
2008,Track Field,
2009,Thrash Rally,
2010,Transformer,
2011,Traverse USA,
2012,Tricky Doc,
2013,Treasure Hunt,
2014,Trick Trap,
2015,Triple Punch,
2016,Triple Fun,
2017,Trivial Pursuit (Baby Boomer Edition),
2018,Trivial Pursuit,
2019,Trivial Pursuit (Genus II Edition),
2020,Trivial Pursuit (All Star Sports Edition),
2021,Trivial Pursuit (Young Players Edition),
2022,Tropical Angel,
2023,Trog,3/4P
2024,Trojan,
2025,Truxton II,
2026,Trivia Quest,
2027,Samurai Nihon-Ichi (set 1),
2028,Shingen Samurai-Fighter,
2029,Tough Turf,
2030,Tube-It,
2031,Tube Panic,
2032,Turbo Force,
2033,Neo Turf Masters,
2034,Turkey Hunting USA V1.0,TRACKBALL
2035,Turpin,
2036,Turtles,
2037,Turtle Ship,
2038,Tutankham,
2039,Twin Action,
2040,Twin Adventure,
2041,TwinBee,
2042,Twin Brats,
2043,Twin Cobra,
2044,Twin Eagle II - The Rescue Mission,
2045,Twin Falcons,
2046,Twin Hawk,
2047,Twinkle,
2048,Twin Qix,
2049,Twinkle Star Sprites,
2050,Two Crude,
2051,Two Tigers,
2052,Tecmo World Soccer '96,
2053,Typhoon,
2054,Ultra Balloon,
2055,Undercover Cops (World),3/4P
2056,Ultimate Ecology (Japan),
2057,Ufo Senshi Yohko Chan,
2058,Ultimate Tennis,
2059,Ultraman (Japan),
2060,Ultra X Weapons,
2061,Ultraman Club - Tatakae! Ultraman Kyoudai!!,
2062,Uncle Poo,
2063,UniWar S,
2064,U.N. Squadron,
2065,Puzzle Uo Poko,
2066,Up'n Down,
2067,Up'n Down (not encrypted),
2068,U.S. Classic,TRACKBALL
2069,Us vs. Them,
2070,Ultra Toukon Densetsu (Japan),
2071,Valtric,
2072,Vampire: The Night Warriors (Japan),
2073,Vampire: The Night Warriors (Japan 940705 alt),
2074,Vandyke (Japan),
2075,Vanguard II,
2076,Vanguard (SNK),
2077,Van-Van Car,
2078,Vapor Trail - Hyper Offence Formation,
2079,Varth: Operation Thunderstorm,
2080,Varth: Operation Thunderstorm (Japan),
2081,Vasara,
2082,Vastar,
2083,Virtua Bowling (World),
2084,"Vendetta (World,2Players, ver. W)",
2085,"Vendetta (Asia, 2 Players, ver. D)",
2086,V-Five (Japan),
2087,Vampire Hunter 2: Darkstalkers Revenge (Japan),
2088,Vampire Hunter: Darkstalkers' Revenge (Japan),
2089,Victory Road,
2090,Viewpoint,
2091,Vigilante (World),
2092,Vigilante (US),
2093,Vindicators Part II,
2094,Vindicators,
2095,Violence Fight (World),
2096,Violent Storm,
2097,Viper,TRACKBALL
2098,Varia Metal,
2099,Varia Metal (New Ways Trading Co.),
2100,"Volfied (World, revision 1)",
2101,Vampire Savior: The Lord of Vampire,
2102,Vampire Savior 2: The Lord of Vampire (Japan),
2103,Vs. Gradius,
2104,Vs. Pinball,
2105,Vs. Super SkyKid,
2106,Vs. Soccer,
2107,Vulcan Venture,
2108,Vulgus,
2109,Wacko,TRACKBALL
2110,Waku Waku 7,
2111,Wall Street,
2112,Wanted,
2113,Wardner,
2114,Warlords,TRACKBALL
2115,War of the Bugs or Monsterous Manouvers in a Mushroom Maze,
2116,Warp Warp,
2117,Warp & Warp,
2118,Warrior Blade - Rastan Saga Episode III (Japan),
2119,Water Ski,
2120,Water Balls,
2121,Wonder Boy III - Monster Lair,
2122,Wonder Boy III - Monster Lair (Japan),
2123,Wonder Boy Deluxe,
2124,Wonder Boy in Monster Land (Japan),
2125,Wonder Boy in Monster Land,
2126,Wonder Boy,
2127,Wonder Boy (set 2),
2128,Wonder Boy (4-D Warriors Conversion),
2129,Tecmo World Cup '90,
2130,World Class Bowling,TRACKBALL
2131,WEC Le Mans 24,
2132,Welltris,
2133,World Heroes,
2134,World Heroes (ALH-005),
2135,World Heroes 2,
2136,World Heroes2Jet,
2137,Wheels Runner,TRACKBALL
2138,Whizz,
2139,World Heroes Perfect,
2140,Wild Fang,
2141,Willow,
2142,Wily Tower,
2143,Wing Force (Japan),
2144,The Winter Bobble,
2145,Wiping,
2146,Wit's (Japan),
2147,Wiz,
2148,Windjammers,
2149,World Court (Japan),
2150,Wonder League Star - Sok-Magicball Fighting,
2151,Wonder Planet (Japan),
2152,Warriors of Fate,3/4P
2153,Huo Feng Huang,3/4P
2154,The King of Dragons (USA),3/4P
2155,Wonder League '96,
2156,Wonder Stick,
2157,Woodpecker,
2158,World Wars (World),
2159,Wizard of Wor,
2160,Wrestle War,
2161,World Stadium (Japan),
2162,World Soccer Finals,3/4P
2163,Wally wo Sagase!,
2164,WWF Superstars,
2165,Wai Wai Jockey Gate-In!,
2166,Xevious,
2167,Xexex,
2168,X-Men: Children of the Atom,
2169,X-Men: Children of the Atom (USA),
2170,X-Men (4 Players ver UBB),3/4P
2171,X-Men (2 Players ver AAA),
2172,X Multiply,
2173,Xor World,
2174,Xain'd Sleena,
2175,XX Mission,
2176,Xybots,
2177,Xyonix,
2178,Go Go Mr. Yamaguchi,
2179,Yamato,
2180,Yam! Yam!?,
2181,Yankee DO!,
2182,Yie Ar Kung-Fu,
2183,Yie Ar Kung-Fu (program code G),
2184,Youjyuden (Japan),
2185,Youma Ninpou Chou (Japan),
2186,Zaviga,
2187,Zaxxon,
2188,Zed Blade,
2189,Zero Team,3/4P
2190,Zero Time,
2191,Zero Wing,
2192,Zig Zag,
2193,Zing Zing Zip,
2194,Zintrick,
2195,Zintrick （Hack）,
2196,Zombie Raid (US),TRACKBALL
2197,Zunzunkyou No Yabou (Japan),
2198,Neo Geo Zupapa CMC42 Cart,
2199,Zwackery,
2200,Knights of Valour,
2201,Knights of Valour V115,
2202,Knights of Valour 2,
2203,Knights of Valour 2 V106,3/4P
2204,Knights of Valour 2 Plus-Nine Dragons,
2205,Knights of Valour 2 Plus V202,
2206,Knights of Valour 2 Plus V204,
2207,Knights of Valour Plus,
2208,Knights of Valour: SanGuo QunYingZhuan,3/4P
2209,Knights of Valour Super Heroes,
2210,Knights of Valour Super Heroes Plus,
2211,G.I. Joe (JAPAN),3/4P
2212,Knights of Valour: Yi Tong Zhong Yuan,3/4P
2213,720,
2214,1942 (fc),
2215,10-Yard Fight,
2216,1943 - The Battle of Midway,
2217,1943,
2218,"3-D Battles of World Runner, The",
2219,4 Nin Uchi Mahjong,
2220,52 Games,
2221,8 Eyes,
2222,8_Eye's,
2223,A Ressha De Ikou,
2224,Aa Yakyuu Jinsei Icchokusen,
2225,Aa! Yakyuu Jinsei Itchokusen,
2226,Abadox,
2227,Abarenbou Tengu,
2228,Action in New York,
2229,AD&D Dragon Strike,
2230,AD&D Heroes of the Lance,
2231,AD&D Hillsfar,
2232,"Addams Family - Pugsley's Scavenger Hunt, The",
2233,"Addams Family, The (fc)",
2234,Advanced Dungeons & Dragons - Dragon Strike,
2235,Advanced Dungeons & Dragons - Dragons of Flame,
2236,Advanced Dungeons & Dragons - Heroes of the Lance,
2237,Advanced Dungeons & Dragons - Hillsfar,
2238,Advanced Dungeons & Dragons - Pool of Radiance,
2239,Adventures in the Magic Kingdom,
2240,"Adventures of Bayou Billy, The",
2241,"Adventures of Captain Comic, The",
2242,Adventures of Dino Riki,
2243,"Adventures of Dino Riki, The",
2244,"Adventures of Gilligans Island, The",
2245,Adventures of Lolo,
2246,Adventures of Lolo 2,
2247,Adventures of Lolo 3,
2248,"Adventures of Rad Gravity, The",
2249,"Adventures of Rocky and Bullwinkle and Friends, The (fc)",
2250,Adventures of Tom Sawyer,
2251,After Burner,
2252,After Burner 2,
2253,After Burner II (fc),
2254,Aigiina No Yogen,
2255,Air Fortress,
2256,Airwolf (fc),
2257,Akagawa Jirou No Yuurei Ressha,
2258,Akira,
2259,Akuma No Shoutaijou,
2260,Akumajou Densetsu,
2261,Akumajou Dracula (fc),
2262,Al Unser Jr Turbo Racing,
2263,Alfred Chicken (fc),
2264,Alien 3 (fc),
2265,Alien Syndrome,
2266,All-Pro Basketball,
2267,Alpha Mission,
2268,Amagon,
2269,America Daitouryou Senkyo,
2270,American Dream,
2271,American Gladiators (fc),
2272,Antarctic Adventure,
2273,Anticipation,
2274,Arabian Dream Sharezerd,
2275,Arch Rivals,
2276,Archon,
2277,Arctic,
2278,Argos No Senshi,
2279,Argus (fc),
2280,Arkanoid (fc),
2281,Arkistas Ring,
2282,Arkista's Ring,
2283,Armed Dragon Fantasy Villgust,
2284,Artelius,
2285,Arumajiro,
2286,Asmik Kun Land,
2287,Asmik-kun Land,
2288,Astro Fang - Super Machine,
2289,Astro Robo Sasa,
2290,Astyanax,
2291,Athena (fc),
2292,Attack Animal Gakuen,
2293,Attack of the Killer Tomatoes,
2294,Babel no Tou,
2295,Back to the Future,
2296,Back to the Future 2 & 3,
2297,Back to the Future Part II & III,
2298,Bad Dudes,
2299,Bad Dudes vs. Dragon Ninja,
2300,Bad News Baseball,
2301,Bad Street Brawler,
2302,Baken Hisshougaku Gate In,
2303,Bakushou! Ai No Gekijou,
2304,Bakushou! Star Monomane Shitennou,
2305,Bakushou!! Jinsei Gekijou,
2306,Ballblazer,
2307,Balloon Fight,
2308,Baltron,
2309,Banana,
2310,Bananan Ouji No Daibouken,
2311,Bandai Golf - Challenge Pebble Beach,
2312,Barbie,
2313,"Bard's Tale - Tales of the Unknown, The",
2314,"Bards Tale, The - Tales of the Unknown",
2315,Base Wars - Cyber Stadium Series,
2316,Baseball,
2317,Baseball Fighter,
2318,Baseball Simulator 1.000,
2319,Baseball Simulator 1000,
2320,Baseball Stars,
2321,Baseball Stars 2 (fc),
2322,Baseball Stars II,
2323,Bases Loaded,
2324,Bases Loaded 2,
2325,Bases Loaded 3,
2326,Bases Loaded 4,
2327,Bat & Tery,
2328,Batman - Return of the Joker,
2329,Batman - The Video Game (fc),
2330,Batman Returns (fc),
2331,Batsu & Terry,
2332,Battle Baseball,
2333,Battle Chess,
2334,Battle City,
2335,Battle Fleet,
2336,Battle Formula,
2337,"Battle of Olympus, The",
2338,Battle Storm,
2339,Battle Tank,
2340,Battleship,
2341,Battletank,
2342,Battletoads Double Dragon,
2343,Bee 52,
2344,Beetlejuice,
2345,Best of the Best Championship Karate,
2346,Bible Adventures (fc),
2347,Bible Buffet,
2348,Big Bird's Hide and Speak,
2349,Big Nose Freaks Out,
2350,Big Nose the Caveman,
2351,Bigfoot,
2352,Bill & Teds Excellent Video Game Adventure,
2353,Bill & Ted's Excellent Video Game Adventure,
2354,Bill Elliotts NASCAR Challenge,
2355,Bill Elliott's NASCAR Challenge,
2356,Binary Land,
2357,Bio Senshi Dan - Increaser Tono Tatakai,
2358,Bionic Commando (fc),
2359,Bird Week,
2360,"Black Bass 2, The",
2361,"Black Bass USA, The",
2362,"Black Bass, The",
2363,Blackjack,
2364,Blades of Steel (fc),
2365,Blaster Master,
2366,Blodia Land,
2367,Bloody Warriors - Shan-Go no Gyakushuu,
2368,"Blue Marlin, The",
2369,Blue Shadow,
2370,"Blues Brothers, The (fc)",
2371,Bo Jackson Baseball,
2372,Bokosuka Wars,
2373,Bomber King,
2374,Bomber Man,
2375,Bomber Man 2,
2376,Bomberman (fc),
2377,Bomberman 2,
2378,Bonk's Adventure (fc),
2379,Booby Kids,
2380,Boulder Dash (fc),
2381,"Boy and His Blob - Trouble on Blobolonia, A",
2382,Bram Stoker's Dracula (fc),
2383,Break Time - The National Pool Tour,
2384,Break Time,
2385,BreakThru (fc),
2386,Bubble Bobble (fc),
2387,Bubble Bobble Part 2,
2388,Bucky OHare,
2389,Bucky O'Hare (fc),
2390,Buggy Popper,
2391,"Bugs Bunny Birthday Blowout, The",
2392,"Bugs Bunny Blowout, The",
2393,"Bugs Bunny Crazy Castle, The",
2394,Bugs Bunny Fun House,
2395,BumpnJump,
2396,Bump'n'Jump,
2397,Burai Fighter,
2398,Burger Time (fc),
2399,Cabal (fc),
2400,Cadillac,
2401,Caesars Palace (fc),
2402,Caesar's Palace,
2403,California Games (fc),
2404,Caltron 6-in-1,
2405,Capcom Barcelona '92,
2406,Captain America and the Avengers (fc),
2407,Captain Ed,
2408,Captain Planet and the Planeteers,
2409,Captain Saver,
2410,Captain Silver (fc),
2411,Captain Skyhawk,
2412,Captain Tsubasa,
2413,Casino Derby,
2414,Casino Kid,
2415,Casino Kid 2,
2416,Castelian,
2417,Castle Excellent,
2418,Castle of Dragon,
2419,Castle Quest,
2420,Castlequest,
2421,Castlevania,
2422,Castlevania 2 - Simon's Quest,
2423,Castlevania 3 - Dracula's Curse,
2424,Castlevania II - Simons Quest,
2425,Castlevania III - Draculas Curse,
2426,Cat Ninden Teyandee,
2427,Cattou Ninden Teyandee,
2428,Caveman Games,
2429,Chack 'n Pop,
2430,Challenge of the Dragon,
2431,Challenger (fc),
2432,Championship Bowling (fc),
2433,Championship Lode Runner,
2434,Championship Pool (fc),
2435,Chaos World,
2436,Cheetahmen 2,
2437,"Chessmaster, The (fc)",
2438,Chester Field - Ankoku Shin heno Chousen,
2439,Chester Field,
2440,Chiki Chiki Machine Mou Race,
2441,Chip n Dale Rescue Rangers,
2442,Chip 'n Dale Rescue Rangers,
2443,Chip n Dale Rescue Rangers 2,
2444,Chip 'n Dale Rescue Rangers 2,
2445,Chip To Dale No Daisakusen,
2446,Chip To Dale No Daisakusen 2,
2447,Chiyo No Fuji No Ooichou,
2448,Choplifter (fc),
2449,Choujikuu Yousai - Macross,
2450,Choujin Sentai - Jetman,
2451,Chronicle of the Radia War,
2452,Chubby Cherub,
2453,Chuugoku Janshi Story Tonpuu,
2454,Chuugoku Senseijutsu,
2455,Chuuka Taisen,
2456,Circus Caper,
2457,Circus Charlie (fc),
2458,City Adventure Touch - Mystery of Triangle,
2459,Clash at Demonhead,
2460,Classic Concentration,
2461,Cliffhanger (fc),
2462,Clu Clu Land,
2463,Cobra Command,
2464,Cobra Triangle,
2465,Cocoron,
2466,Code Name - Viper,
2467,Code Name Viper,
2468,Color a Dinosaur,
2469,Columbus - Ougon no Yoake,
2470,Commando (fc),
2471,Conan,
2472,Conflict,
2473,Conquest of the Crystal Palace,
2474,Contra (fc),
2475,Contra Force,
2476,Cool World (fc),
2477,Cosmic Epsilon,
2478,Cosmic Wars,
2479,Cosmo Genesis,
2480,Cosmo Police Galivan (fc),
2481,Cowboy Kid,
2482,Crackout,
2483,Crash n the Boys - Street Challenge,
2484,Crash'n The Boys Street Challenge,
2485,Crayon Shin Chan,
2486,Crazy Climber (fc),
2487,Cross Fire (fc),
2488,Crystal Mines,
2489,Crystalis,
2490,Cyberball (fc),
2491,Cybernoid - The Fighting Machine,
2492,Cycle Race - Road Man,
2493,Dai Meiro - Meikyuu no Tatsujin,
2494,Dai-2-Ji - Super Robot Taisen,
2495,Daikaijuu Deburas,
2496,Daiku No Gen San,
2497,Daiku no Gen San 2 - Akage no Dan no Gyakushuu,
2498,Daisenryaku,
2499,Daiva - Imperial of Nirsartia,
2500,Danny Sullivans Indy Heat,
2501,Danny Sullivan's Indy Heat (fc),
2502,Darkman,
2503,Darkwing Duck,
2504,Dash Galaxy in the Alien Asylum,
2505,Dash Yarou,
2506,Datach - J League Super Top Players,
2507,Datach Crayon Shin Chan,
2508,Datsugoku,
2509,Day Dreamin Davey,
2510,Days of Thunder,
2511,Deadly Towers,
2512,Deathbots,
2513,Deblock,
2514,Defender 2,
2515,Defender II,
2516,Defender of the Crown,
2517,Defenders of Dynatron City,
2518,Deja Vu,
2519,Demon Sword - Release the Power,
2520,Demon Sword,
2521,Derby Stallion - Zenkoku Ban,
2522,Derby Stallion,
2523,Desert Commander,
2524,Destination Earthstar,
2525,Destiny of an Emperor,
2526,Destiny of an Emperor 2,
2527,Devil World (fc),
2528,Dick Tracy,
2529,Die Hard (fc),
2530,Dig Dug,
2531,Dig Dug II - Trouble in Paradise,
2532,Dig Dug II (fc),
2533,Digger - The Legend of the Lost City,
2534,Digital Devil Story - Megami Tensei,
2535,Dirty Harry,
2536,Dizzy The Adventurer,
2537,Doki! Doki! Yuuenchi,
2538,Dokuganryuu Masamune,
2539,Don Doko Don (fc),
2540,Donald Duck,
2541,Donald Land,
2542,Donkey Kong Jr. Math,
2543,Door Door,
2544,Double Dare,
2545,Double Dragon (fc),
2546,Double Dragon 2 - The Revenge,
2547,Double Dragon 3 - The Sacred Stones,
2548,Double Dragon 4,
2549,Double Dragon All Boss,
2550,Double Dragon II - The Revenge (fc),
2551,Double Dragon II Invincible Chinese,
2552,Double Dragon II Skip Level,
2553,Double Dragon III - The Sacred Stones,
2554,Double Dragon III Invincible,
2555,Double Dragon III Skip Level,
2556,Double Dragon Invincible,
2557,Double Dragon IV,
2558,Double Dragon IV Invincible,
2559,Double Dribble (fc),
2560,Double Moon Densetsu,
2561,Double Strike,
2562,Dough Boy,
2563,Downtown - Nekketsu Koushin Kyoku - Soreyuke Daiundoukai,
2564,Dr Chaos,
2565,Dr Jekyll and Mr Hyde,
2566,Dr. Chaos,
2567,Dr. Jekyll and Mr. Hyde,
2568,Drac's Night Out,
2569,Dragon Buster (fc),
2570,Dragon Buster II - Yami no Fuuin,
2571,Dragon Fighter,
2572,Dragon Ninja,
2573,Dragon Power,
2574,Dragon Quest,
2575,Dragon Quest 2,
2576,Dragon Quest 4,
2577,Dragon Spirit - The New Legend,
2578,Dragon Unit (fc),
2579,Dragon Warrion 2,
2580,Dragon Warrior,
2581,Dragon Warrior - Part II,
2582,Dragon Warrior 2,
2583,Dragon Warrior 3,
2584,Dragon Warrior 4,
2585,Dragon Warrior III,
2586,Dragon Warrior IV,
2587,Dragons Lair (fc),
2588,Dragon's Lair (fc),
2589,Dream Master,
2590,Dropzone,
2591,Duck Hunt,
2592,Duck Tales,
2593,Duck Tales 2,
2594,Dungeon & Magic - Swords of Element,
2595,Dungeon Magic - Sword of the Elements,
2596,Dusty Diamonds All-Star Softball,
2597,Dusty Diamond's All-Star Softball,
2598,Dynablaster (fc),
2599,Dynamite Batman,
2600,Dynamite Bowl,
2601,Dynowarz - Destruction of Spondylus,
2602,Eggerland - Meikyuu no Fukkatsu,
2603,Egypt,
2604,Eigo Asobi,
2605,Elevator Action (fc),
2606,Elysion,
2607,Emo Yan No 10 Bai Pro Yakyuu,
2608,"Empire Strikes Back, The",
2609,Eric Cantona Football Challenge - Goal 2,
2610,Erika To Satoru No Yume Bouken,
2611,Ernarc No Zaihou,
2612,Erunaaku no Zaihou,
2613,Esper Bouken Tai,
2614,Esper Dream 2 - Aratanaru Tatakai,
2615,Evert & Lendl Top Player's Tennis,
2616,Excitebike,
2617,Exciting Boxing,
2618,Exciting Rally - World Rally Championship,
2619,Exed Exes (fc),
2620,Exerion (fc),
2621,Exodus (fc),
2622,F1 Circus (fc),
2623,F-117a Stealth Fighter,
2624,F-15 Strike Eagle,
2625,Famicom Doubutsu Seitai Zukan - Katte ni Shirokuma - Mori wo Sukue no Maki,
2626,Famicom Igo Nyuumon,
2627,Famicom Jump - Eiyuu Retsuden,
2628,Famicom Jump II - Saikyou no 7 Nin,
2629,Famicom Meijin Sen,
2630,Famicom Shougi - Ryuuousen,
2631,Famicom Top Management,
2632,Famicom Wars,
2633,Famicom Yakyuu Ban,
2634,Family Block,
2635,Family Boxing,
2636,Family Computer Othello,
2637,Family Feud (fc),
2638,Family Jockey,
2639,Family Mahjong,
2640,Family Pinball,
2641,Family Quiz,
2642,Family School,
2643,Family Stadium '90,
2644,Family Stadium '91,
2645,Family Stadium '92,
2646,Family Stadium '94,
2647,Family Tennis,
2648,Famista 94,
2649,"Fantastic Adventures of Dizzy, The",
2650,Fantasy Zone (fc),
2651,Fantasy Zone 2 - Opa-Opa no Namida,
2652,Faria - A World of Mystery & Danger,
2653,Faria,
2654,Faxanadu,
2655,Felix the Cat,
2656,Ferrari - Grand Prix Challenge,
2657,Ferrari Grand Prix Challenge,
2658,Field Combat,
2659,Fighting Golf,
2660,Fighting Road,
2661,Final Fantasy,
2662,Final Fantasy 1 & 2,
2663,Final Fantasy 2,
2664,Final Fantasy 3,
2665,Final Lap,
2666,Fire Emblem,
2667,Fire Emblem Gaiden,
2668,Fire 'n Ice,
2669,Firehouse Rescue,
2670,Fist of the North Star,
2671,Flappy,
2672,Fleet Commander,
2673,Flight of the Intruder,
2674,"Flintstones - The Rescue of Dino & Hoppy, The",
2675,"Flintstones 2 - The Surprise at Dinosaur Peak!, The",
2676,Flipull,
2677,Flying Hero,
2678,Flying Warriors,
2679,Formation Z (fc),
2680,Formula 1 Sensation,
2681,Formula One - Built to Win,
2682,Formula One Built To Win,
2683,Foton,
2684,Four Players Tennis,
2685,Frankenstein - The Monster Returns,
2686,Friday the 13th,
2687,Front Line,
2688,Fun House,
2689,Fushigi no Umi no Nadia,
2690,Fuzzical Fighter,
2691,G.I. Joe - A Real American Hero,
2692,G.I. Joe - A Real American Hero - The Atlantis Factor,
2693,Galactic Crusader,
2694,Galaga - Demons of Death,
2695,Galaga (fc),
2696,Galaxian (fc),
2697,Galaxy 5000,
2698,Galg,
2699,Gambler Jiko Chuushin Ha - Mahjong Game,
2700,Gambler Jiko Chuushin Ha 2,
2701,Game Party,
2702,Ganbare Goemon - Karakuri Douchuu,
2703,Ganbare Penant Race!,
2704,Ganbare Pennant Race,
2705,Ganso Saiyuuki - Super Monkey Daibouken,
2706,Garfield - A Week of Garfield,
2707,Gargoyle's Quest 2 - The Demon Darkness,
2708,Gargoyles Quest II - The Demon Darkness,
2709,Gauntlet (fc),
2710,Gauntlet 2,
2711,Gauntlet II (fc),
2712,Geimos,
2713,Gekikame Ninja Den,
2714,Gekitotsu Yon Ku Battle,
2715,Gekitotsu Yonku Battle,
2716,Gekitou Pro Wrestling!! Toukon Densetsu,
2717,Gekitou Stadium!!,
2718,Gemfire (fc),
2719,Genghis Khan,
2720,Genpei Touma Den - Computer Boardgame,
2721,Genpei Toumaden (fc),
2722,George Foremans KO Boxing,
2723,George Foreman's KO Boxing (fc),
2724,Gevara,
2725,Ghostbusters (fc),
2726,Ghostbusters 2,
2727,Ghostn Goblins,
2728,Ghosts'n Goblins (fc),
2729,Ghoul School,
2730,GI Joe - The Atlantis Factor,
2731,GI Joe,
2732,Gilligan's Island,
2733,Ginga Eiyuu Densetsu,
2734,Ginga no Sannin,
2735,Goal,
2736,Goal!,
2737,Goal! Two,
2738,Godzilla - Monster of Monsters,
2739,Godzilla - Monster of Monsters!,
2740,Godzilla,
2741,Godzilla 2 - War of the Monsters,
2742,Golby No Pipeline Daisakusen,
2743,Gold Medal Challenge 92,
2744,Gold Medal Challenge '92,
2745,Golf,
2746,"Golf '92, The",
2747,Golf Club - Birdy Rush,
2748,Golf Grand Slam,
2749,Golf Ko Open,
2750,Golgo 13 - The Mafat Conspiracy,
2751,Golgo 13 - Top Secret Episode,
2752,Gomoku Narabe,
2753,"Goonies II, The",
2754,"Goonies, The",
2755,Gorby no Pipeline Daisakusen,
2756,Gorilla Man,
2757,"Gorilla Man, The",
2758,Gotcha - The Sport,
2759,Gozonji - Yaji Kita Chin Douchuu,
2760,Gradius (fc),
2761,Grand Master,
2762,Great Battle Cyber,
2763,Great Deal,
2764,Great Tank,
2765,"Great Waldo Search, The (fc)",
2766,Greg Normans Golf Power,
2767,Greg Norman's Golf Power,
2768,Gremlins 2 - The New Batch,
2769,"Guardian Legend, The",
2770,Guardic Gaiden,
2771,Guerrilla War (fc),
2772,Gun Hed,
2773,Gun Nac,
2774,Gun Sight,
2775,Gun Smoke,
2776,Gun.Smoke (fc),
2777,Gyrodine (fc),
2778,Gyromite,
2779,Gyruss (fc),
2780,Haja no Fuuin,
2781,Hammerin Harry,
2782,Hana no Star Kaidou,
2783,Hanjuku Hero,
2784,Harlem Globetrotters,
2785,Hatris (fc),
2786,Heavy Barrel (fc),
2787,Heavy Shreddin',
2788,Hector 87,
2789,Heisei Tensai Bakabon,
2790,Hello Kitty no Ohanabatake,
2791,Hello Kitty World,
2792,Herakles no Eikou 2 - Titan no Metsubou,
2793,High Speed,
2794,Highway Star,
2795,Hinotori - Houou Hen - Gaou no Bouken,
2796,Hirake! Ponkikki,
2797,Hiryuu no Ken II - Dragon no Tsubasa,
2798,Hiryuu no Ken III - 5 Nin no Ryuu Senshi,
2799,Hiryuu no Ken Special - Fighting Wars,
2800,Hissatsu Doujou Yaburi,
2801,Hissatsu Shigoto Nin,
2802,Hokkaidou Rensa Satsujin - Okhotsk ni Kiyu,
2803,Hokuto no Ken,
2804,Hokuto no Ken 3 - Shin Seiki Souzou Seiken Restuden,
2805,Hokuto no Ken 4 - Shichisei Haken Den - Hokuto Shinken no Kanata he,
2806,Hollywood Squares,
2807,Home Alone,
2808,Home Alone 2 - Lost in New York (fc),
2809,Home Run Nighter - Pennant League,
2810,Home Run Nighter 90 - The Pennant League,
2811,Honoo no Doukyuuji - Dodge Danpei (fc),
2812,Honoo no Doukyuuji - Dodge Danpei 2,
2813,Honshougi - Naitou 9 Dan Shougi Hiden,
2814,Hook (fc),
2815,Hoops,
2816,Hoshi wo Miru Hito,
2817,Hoshi Wo Miruhito,
2818,Hototogisu,
2819,Hottaaman No Chitei Tanken,
2820,Hottarman no Chitei Tanken,
2821,Houma Ga Toki,
2822,Hudson Hawk,
2823,Hudson's Adventure Island,
2824,Hudson's Adventure Island 2,
2825,Hudson's Adventure Island 3,
2826,Hudson's Adventure Island 4,
2827,"Hunt for Red October, The (fc)",
2828,Hushigi No Umi No Nadia,
2829,Hushigina Bloby,
2830,Hyakkiyakou,
2831,Hyaku no Sekai no Monogatari - The Tales on a Watery Wilderness,
2832,Hydlide,
2833,Hydlide 3 - Yami Kara no Houmonsha,
2834,Hydlide Special,
2835,Hyokkori Hyoutan Jima - Nazo no Kaizokusen,
2836,I Can Remember,
2837,I Love Softball,
2838,Ice Climber,
2839,Ice Hockey,
2840,Idol Hakkenden,
2841,Igo Meikan,
2842,Igo Shinan,
2843,Igo Shinan 91,
2844,Igo Shinan '91,
2845,Igo Shinan 92,
2846,Igo Shinan 93,
